dataset,season,row_count,generated_at_utc
shots,2019,236067,2026-08-20 01:20:57 UTC
shots,2020,537331,2026-08-20 01:13:26 UTC
shots,2021,424618,2026-08-20 01:07:04 UTC
shots,2022,630038,2026-08-20 01:00:09 UTC
shots,2023,673225,2026-08-20 00:52:04 UTC
shots,2024,688992,2026-08-20 00:44:21 UTC
shots,2025,695639,2026-08-20 00:36:08 UTC
shots,2026,708038,2026-08-20 00:27:11 UTC
