dataset,season,row_count,generated_at_utc
player_box,2010,23224,2026-08-18 12:44:57 UTC
player_box,2011,110512,2026-08-18 12:23:05 UTC
player_box,2012,110210,2026-08-18 11:55:41 UTC
player_box,2013,109726,2026-08-18 11:30:04 UTC
player_box,2014,112755,2026-08-18 11:12:16 UTC
player_box,2015,114221,2026-08-18 10:57:22 UTC
player_box,2016,113714,2026-08-18 08:27:22 UTC
player_box,2017,114814,2026-08-18 08:13:35 UTC
player_box,2018,113554,2026-08-18 07:59:49 UTC
player_box,2019,113994,2026-08-18 07:45:46 UTC
player_box,2020,109136,2026-08-18 07:31:01 UTC
player_box,2021,76320,2026-08-18 07:18:08 UTC
player_box,2022,112123,2026-08-18 07:03:59 UTC
player_box,2023,117672,2026-08-18 06:44:34 UTC
player_box,2024,118500,2026-08-18 06:26:22 UTC
player_box,2025,121167,2026-08-18 06:08:14 UTC
player_box,2026,121918,2026-08-18 05:46:58 UTC
