dataset,season,row_count,generated_at_utc
team_ids,2010,345,2026-08-18 12:37:01 UTC
team_ids,2011,344,2026-08-18 12:07:29 UTC
team_ids,2012,343,2026-08-18 11:42:39 UTC
team_ids,2013,345,2026-08-18 11:22:11 UTC
team_ids,2014,349,2026-08-18 11:04:55 UTC
team_ids,2015,349,2026-08-18 10:50:38 UTC
team_ids,2016,349,2026-08-18 08:21:05 UTC
team_ids,2017,349,2026-08-18 08:07:19 UTC
team_ids,2018,349,2026-08-18 07:53:44 UTC
team_ids,2019,351,2026-08-18 07:39:13 UTC
team_ids,2020,351,2026-08-18 07:24:16 UTC
team_ids,2021,355,2026-08-18 07:13:05 UTC
team_ids,2022,356,2026-08-18 06:57:53 UTC
team_ids,2023,361,2026-08-18 06:36:04 UTC
team_ids,2024,358,2026-08-18 06:17:55 UTC
team_ids,2025,359,2026-08-18 05:58:42 UTC
team_ids,2026,359,2026-08-18 05:38:49 UTC
